 oidref |                 id                 
2996092 |"HIP  32768"                        
2996092 |"NAME Altaleban"                    
2996092 |"NAME Taleban"                      
2997002 |"HIP  30438"                        
2997002 |"NAME Canopus"                      
3004244 |"HIP  44816"                        
3004244 |"NAME Suhail"                       
3016826 |"Gaia DR3 5424836719001215360"      
3016826 |"HIP  47202"                        
3016826 |"NAME Kalausi"                      
3018034 |"Gaia DR3 5327137826604237824"      
3018034 |"NAME Vela1 95"                     
3020873 |"Gaia DR3 5488567574038257280"      
3020873 |"HIP  38041"                        
3020873 |"NAME Tapecue"                      
3027038 |"Gaia DR3 4733035238430992768"      
3027038 |"HIP  17096"                        
3027038 |"NAME Tupi"                         
3028054 |"Gaia DR3 4752399493622045696"      
3028054 |"NAME DENIS 0255-4700"              
3037302 |"NAME OKM2018 SWIFT J0534.8-6026"   
3037302 |"Gaia DR3 4759418500976049536"      
3037358 |"Gaia DR3 4761031415814901120"      
3037358 |"NAME Leon X-1"                     
3039749 |"NAME OKM2018 SWIFT J0327.9-5301"   
3039749 |"Gaia DR3 4735861567429230080"      
3048338 |"HIP  41037"                        
3048338 |"NAME Avior"                        
3052677 |"NAME OKM2018 SWIFT J0547.1-6427"   
3052677 |"Gaia DR3 4756278673737427200"      
3053193 |"Gaia DR3 4757458655865241984"      
3053193 |"NAME LMC1"                         
3053193 |"NAME LMC 1 Symbiotic Star"         
3053193 |"NAME LMC Symbiotic Star 1"         
3061240 |"Gaia DR3 5406324138654973824"      
3061240 |"HIP  48235"                        
3061240 |"NAME Natasha"                      
3085148 |"Gaia DR3 4664042945381800320"      
3085148 |"NAME LMC J 4-9"                    
3085670 |"Gaia DR3 4661945352103149696"      
3085670 |"NAME Rousseau 0512-6645"           
3086313 |"Gaia DR3 4662254521025223680"      
3086313 |"NAME FEH-DUF"                      
3101814 |"Gaia DR3 5300300156538723328"      
3101814 |"HIP  45556"                        
3101814 |"NAME Aspidiske"                    
3108472 |"Gaia DR3 4659324769209076736"      
3108472 |"NAME LMC R 1"                      
3117189 |"Gaia DR3 4658559543466340224"      
3117189 |"NAME MSX LMC 1780 B"               
3117197 |"Gaia DR3 4657678418030813696"      
3117197 |"NAME 30 Dor B"                     
3122766 |"Gaia DR3 4658282672723750912"      
3122766 |"NAME SHV F4488"                    
3133127 |"Gaia DR3 4658301119558944384"      
3133127 |"NAME MSX LMC 349 B"                
3138203 |"Gaia DR3 4661454385808039296"      
3138203 |"NAME MSX LMC 50 B"                 
3139611 |"NAME OKM2018 SWIFT J0244.8-5829"   
3139611 |"Gaia DR3 4726428376138951424"      
3147369 |"NAME OKM2018 SWIFT J0922.2-6331"   
3147369 |"Gaia DR3 5250451391698996992"      
3151798 |"Gaia DR3 4657001226266359040"      
3151798 |"NAME SHV A12874"                   
3151872 |"Gaia DR3 4657047096532112640"      
3151872 |"NAME SHV B96067"                   
3156082 |"Gaia DR3 4651905299124204544"      
3156082 |"NAME SHV G149006"                  
3164722 |"Gaia DR3 4655746438649840000"      
3164722 |"NAME LMC B0441-6957"               
3178222 |"Gaia DR3 4650314511916109696"      
3178222 |"HIP  26380"                        
3178222 |"NAME Bubup"                        
3183692 |"NAME OKM2018 SWIFT J1057.6-4765"   
3183692 |"Gaia DR3 5362507260239137536"      
3189431 |"Gaia DR3 5253928837780951936"      
3189431 |"NAME IRAS 10310-6058A"             
3189432 |"Gaia DR3 5253928872140696064"      
3189432 |"NAME IRAS 10310-6058B"             
3192543 |"HIP  45238"                        
3192543 |"NAME Miaplacidus"                  
3193747 |"Gaia DR3 5213167330349528064"      
3193747 |"NAME COCONUTS-2A"                  
3201160 |"Gaia DR3 5350359065533555712"      
3201160 |"NAME CXOCYG J10443718-5940014"     
3208962 |"NAME OKM2018 SWIFT J0913.5-7541"   
3208962 |"Gaia DR3 5216058393096506624"      
3209645 |"Gaia DR3 5209903017765189760"      
3209645 |"HIP  37284"                        
3209645 |"NAME Ceibo"                        
3211338 |"Gaia DR3 4637503380378144000"      
3211338 |"NAME ICR J02134-7431"              
3216622 |"Gaia DR3 5339892367684811520"      
3216622 |"HIP  55042"                        
3216622 |"NAME Innes' star"                  
3218714 |"Gaia DR3 5337719247337626624"      
3218714 |"NAME TT 12"                        
3218715 |"NAME NGC 3603YC"                   
3218715 |"HIP  54948"                        
3218715 |"NAME NGC 3603 YC"                  
3218715 |"NAME NGC 3603 Young Cluster"       
3220219 |"Gaia DR3 5337418397799185536"      
3220219 |"NAME Sher 25 star"                 
3220549 |"Gaia DR3 5339154595392400640"      
3220549 |"NAME HD 98278BC"                   
3221322 |"Gaia DR3 5337904755562882816"      
3221322 |"NAME A-30"                         
3224444 |"Gaia DR3 5203285607034812416"      
3224444 |"NAME RX J0919.4-7738N"             
3224445 |"Gaia DR3 5203285503955597184"      
3224445 |"NAME RX J0919.4-7738S"             
3226539 |"Gaia DR3 4638315266636230400"      
3226539 |"NAME SMC V2380"                    
3229046 |"Gaia DR3 4686519986703581696"      
3229046 |"NAME XTE SMC 2165"                 
3230860 |"Gaia DR3 4704957491028733824"      
3230860 |"HIP   5529"                        
3230860 |"NAME Emiw"                         
3232403 |"Gaia DR3 4979157205458484864"      
3232403 |"NAME TPHE G"                       
3232756 |"Gaia DR3 5372587514128271232"      
3232756 |"HIP  56709"                        
3232756 |"NAME Przybylski's Star"            
3235987 |"Gaia DR3 5336332801872401536"      
3235987 |"NAME PD 2"                         
3235987 |"NAME Padova 02"                    
3235987 |"NAME Padova 2"                     
3237001 |"Gaia DR3 5337498593446516480"      
3237001 |"NAME Krzeminski"                   
3237001 |"NAME Krzeminski's Star"            
3240791 |"Gaia DR3 5201344075658558720"      
3240791 |"HIP  54557"                        
3240791 |"NAME CED 112 IRS 3"                
3240820 |"Gaia DR3 5201353936903777152"      
3240820 |"NAME CED 112 IRS 1"                
3240830 |"Gaia DR3 5201129121134048768"      
3240830 |"HIP  54365"                        
3240830 |"NAME CED 111 IRS 1"                
3240849 |"Gaia DR3 5201350088612791168"      
3240849 |"NAME CED 112 IRS 4"                
3240866 |"Gaia DR3 5201350226049653248"      
3240866 |"NAME CED 112 IRS 5"                
3241122 |"Gaia DR3 5201344930353916288"      
3241122 |"NAME CED 112 IRS 2"                
3241124 |"Gaia DR3 5201128124701636864"      
3241124 |"HIP  54413"                        
3241124 |"NAME CED 111 IRS 2"                
3241299 |"Gaia DR3 5201349985533568896"      
3241299 |"NAME Cha T 2-45a"                  
3241299 |"NAME GK-1"                         
3244095 |"Gaia DR3 4684457062370970752"      
3244095 |"NAME SMC B0100-7602"               
3244178 |"Gaia DR3 4684429471497956096"      
3244178 |"NAME SMC B0052-7550"               
3244398 |"Gaia DR3 4685466139175307392"      
3244398 |"NAME SMC2"                         
3244398 |"NAME SMC Symbiotic star 2"         
3245108 |"Gaia DR3 4685983940501730944"      
3245108 |"NAME MVD 1 in SMC"                 
3245108 |"NAME SMC MVDWR"                    
3245114 |"Gaia DR3 4685877768887752960"      
3245114 |"NAME SMC 3"                        
3245114 |"NAME SMC Symbiotic star 3"         
3246017 |"Gaia DR3 4687147945293033472"      
3246017 |"NAME GM 522"                       
3246336 |"Gaia DR3 4688960902568226432"      
3246336 |"NAME GM 103"                       
3246525 |"Gaia DR3 4685938413838450688"      
3246525 |"NAME SMC 25"                       
3247386 |"Gaia DR3 4685848082036760832"      
3247386 |"NAME SMC B0044-7339"               
3248538 |"Gaia DR3 4687174367933821952"      
3248538 |"NAME XTE J0111-7317"               
3248538 |"NAME XTE J01112-7317"              
3250483 |"Gaia DR3 4685940819020776192"      
3250483 |"NAME GM 106"                       
3250695 |"Gaia DR3 4687225907544522496"      
3250695 |"NAME SMC V2059"                    
3250969 |"NAME OKM2018 SWIFT J0102.6-7242B"  
3250969 |"Gaia DR3 4687425743792160640"      
3256291 |"Gaia DR3 4689050306600221696"      
3256291 |"NAME XTE SMC 89"                   
3256484 |"Gaia DR3 4702357627065637632"      
3256484 |"NAME SMC B0031-7042"               
3256601 |"Gaia DR3 4689022028502084864"      
3256601 |"NAME BFM 1"                        
3257320 |"NAME OKM2018 SWIFT J0100.0-7236"   
3257320 |"Gaia DR3 4688997942372848256"      
3260957 |"Gaia DR3 4688967911953904512"      
3260957 |"NAME XTE SMC 82.4"                 
3261089 |"Gaia DR3 4689067898788208512"      
3261089 |"NAME AX J0058-7203"                
3262490 |"Gaia DR3 4972697024889419520"      
3262490 |"NAME Phoenix 1"                    
3266343 |"Gaia DR3 5341673851394297600"      
3266343 |"HIP  57291"                        
3266343 |"NAME Uklun"                        
3271918 |"Gaia DR3 5201159082825975552"      
3271918 |"NAME HM Anon"                      
3272185 |"Gaia DR3 5201295319189803392"      
3272185 |"NAME CED 112 IRS 8"                
3272185 |"HIP  54744"                        
3272215 |"Gaia DR3 5201160663373911552"      
3272215 |"NAME CED 110 IRS 9"                
3272345 |"Gaia DR3 5201150939567942272"      
3272345 |"NAME CED 111 IRS 7"                
3273726 |"Gaia DR3 4611769654327946752"      
3273726 |"NAME Polarissima Australis"        
3275092 |"Gaia DR3 4685137110311670784"      
3275092 |"NAME SMC Symbiotic star 1"         
3275462 |"NAME OKM2018 SWIFT J0005.3-7443"   
3275462 |"Gaia DR3 4688348989935186432"      
3275800 |"Gaia DR3 4688894107214534144"      
3275800 |"NAME GM 780"                       
3276320 |"Gaia DR3 4702322988153196032"      
3276320 |"NAME SMC B0026-7101"               
3280200 |"HIP   1902"                        
3280200 |"NAME 47 Tuc Cluster"               
3282059 |"Gaia DR3 4976609705736840960"      
3282059 |"NAME Smethells 152"                
3284006 |"Gaia DR3 6072844857596746112"      
3284006 |"NAME Welch's Red Variable"         
3284006 |"HIP  59844"                        
3284094 |"Gaia DR3 6071060144089351808"      
3284094 |"HIP  59747"                        
3284094 |"NAME Imai"                         
3287054 |"Gaia DR3 6057676201358468224"      
3287054 |"NAME New Var in Crux"              
3290880 |"Gaia DR3 6341181494973204096"      
3290880 |"HIP 104382"                        
3290880 |"NAME Polaris Australis"            
3296515 |"HIP  61084"                        
3296515 |"NAME Gacrux"                       
3297764 |"HIP  60260"                        
3297764 |"NAME Ginan"                        
3297899 |"HIP  60718"                        
3297899 |"NAME Acrux"                        
3297991 |"Gaia DR3 6055394886509234560"      
3297991 |"NAME Coalsack 48"                  
3299326 |"Gaia DR3 6053512007260865280"      
3299326 |"HIP  60644"                        
3299326 |"NAME Tupa"                         
3301985 |"Gaia DR3 5789146187323908736"      
3301985 |"NAME Sz 46N"                       
3302014 |"Gaia DR3 5788943980263354752"      
3302014 |"NAME HH 54 IRS"                    
3302014 |"NAME HH 52-54"                     
3302014 |"NAME HH 52/54"                     
3302425 |"Gaia DR3 5788934870636560640"      
3302425 |"NAME Cha J1258-7709"               
3306927 |"Gaia DR3 6489603813690967808"      
3306927 |"HIP 116084"                        
3306927 |"NAME Poerava"                      
3311617 |"Gaia DR3 6073662099660289536"      
3311617 |"NAME Boomerang Nebula"             
3311617 |"NAME Centaurus Bipolar Nebula"     
3312681 |"HIP  62434"                        
3312681 |"NAME Mimosa"                       
3314996 |"Gaia DR3 5862700251105587968"      
3314996 |"NAME CS 1246"                      
3315934 |"NAME OKM2018 SWIFT J1302.3-6385"   
3315934 |"Gaia DR3 5862299960127967488"      
3316846 |"NAME OKM2018 SWIFT J1320.7-7022"   
3316846 |"Gaia DR3 5844075864125790464"      
3318593 |"Gaia DR3 5778418870846853888"      
3318593 |"HIP  76351"                        
3318593 |"NAME Karaka"                       
3320610 |"NAME OKM2018 SWIFT J2148.4-7557"   
3320610 |"Gaia DR3 6358255119548684928"      
3320743 |"Gaia DR3 6357630601240673792"      
3320743 |"NAME WD 2226-754A"                 
3320744 |"Gaia DR3 6357629089412187648"      
3320744 |"NAME WD 2226-754B"                 
3322878 |"NAME HD 220829BC"                  
3322878 |"HIP 115781"                        
3324603 |"Gaia DR3 6074875311972399872"      
3324603 |"NAME PD 3"                         
3324603 |"NAME Padova 3"                     
3325700 |"Gaia DR3 6055932925675151616"      
3325700 |"NAME IRAS R13071-5929"             
3325700 |"NAME WKK P8"                       
3326781 |"Gaia DR3 5868280272595563136"      
3326781 |"NAME IRAS 13154-6228A"             
3327737 |"Gaia DR3 5862262366245470336"      
3327737 |"NAME NC 71"                        
3330894 |"Gaia DR3 5851342841411810304"      
3330894 |"NAME Engraved Hourglass Nebula"    
3330894 |"NAME Etched Hourglass Nebula"      
3339342 |"NAME OKM2018 SWIFT J1253.5-4876"   
3339342 |"Gaia DR3 6085773288964175744"      
3340374 |"Gaia DR3 6063900742825792000"      
3340374 |"NAME Liller's Object"              
3344021 |"Gaia DR3 5852413701377380864"      
3344021 |"NAME CLN 127-128 North Star"       
3344022 |"Gaia DR3 5852413701377371904"      
3344022 |"NAME CLN 127-128 South Star"       
3344648 |"Gaia DR3 5852413701377376256"      
3344648 |"NAME CLN 127-128 Central Star"     
3349854 |"Gaia DR3 6366726276822544768"      
3349854 |"NAME DENIS 2000-7523"              
3351914 |"Gaia DR3 6407294437659683200"      
3351914 |"NAME HDF-S QSO"                    
3351914 |"NAME HDFS QSO"                     
3356432 |"Gaia DR3 6513109241989477504"      
3356432 |"NAME S5-HVS1"                      
3357559 |"Gaia DR3 6085402414245451520"      
3357559 |"NAME ER 8"                         
3360143 |"HIP  68702"                        
3360143 |"NAME Agena"                        
3360143 |"NAME Hadar"                        
3368053 |"Gaia DR3 6415921553786126592"      
3368053 |"NAME Super Antennae"               
3368053 |"NAME Superantennae"                
3375708 |"Gaia DR3 6083719439934104832"      
3375708 |"NAME Fehrenbach's star"            
3376503 |"Gaia DR3 6065960093726640384"      
3376503 |"NAME AM 1348-524E"                 
3379714 |"Gaia DR3 5853498713190525696"      
3379714 |"HIP  70890"                        
3379714 |"NAME Proxima Cen"                  
3379714 |"NAME Proxima"                      
3379714 |"NAME Proxima Centauri"             
3388654 |"HIP 112122"                        
3388654 |"NAME Tiaki"                        
3392496 |"NAME OKM2018 SWIFT J1325.4-4301"   
3392496 |"Gaia DR3 6088704625623244416"      
3392496 |"NAME Cen A"                        
3392496 |"NAME Cen-A"                        
3392496 |"NAME Centaurus A"                  
3392701 |"Gaia DR3 6083860761505899904"      
3392701 |"HIP  66047"                        
3392701 |"NAME Dofida"                       
3396054 |"HIP  71683"                        
3396054 |"NAME Rigel Kentaurus"              
3396054 |"NAME Rigil Kentaurus"              
3396297 |"HIP  71681"                        
3396297 |"NAME Toliman"                      
3400251 |"HIP  82273"                        
3400251 |"NAME Atria"                        
3402687 |"Gaia DR3 6427690176495592960"      
3402687 |"NAME Drissen V211b"                
3407287 |"Gaia DR3 6089564718596906880"      
3407287 |"NAME Southern Crab"                
3415675 |"Gaia DR3 5811866358170877184"      
3415675 |"NAME V824 Ara C"                   
3417665 |"Gaia DR3 6441566219391745792"      
3417665 |"NAME Pentagon"                     
3420267 |"Gaia DR3 6560604777055249536"      
3420267 |"HIP 109268"                        
3420267 |"NAME Alnair"                       
3429760 |"Gaia DR3 5818044445302448000"      
3429760 |"NAME Nova TrA"                     
3431367 |"Gaia DR3 5910700736837058688"      
3431367 |"NAME Sacred Mushroom"              
3434260 |"Gaia DR3 6438943162609124224"      
3434260 |"NAME Dwarf Nova in Pavo"           
3434372 |"NAME OKM2018 SWIFT J1941.3-6216"   
3434372 |"Gaia DR3 6442154767352520192"      
3435139 |"HIP 100751"                        
3435139 |"NAME Peacock"                      
3447084 |"NAME OKM2018 SWIFT J1737.7-5956B"  
3447084 |"Gaia DR3 5912736001581281664"      
3450948 |"NAME OKM2018 SWIFT J2041.7-5363"   
3450948 |"Gaia DR3 6470826560275120128"      
3451224 |"Gaia DR3 6471324089284938496"      
3451224 |"NAME Aqr Galaxy"                   
3471821 |"Gaia DR3 6101341171023126784"      
3471821 |"NAME HD 128833BC"                  
3474714 |"Gaia DR3 5982072132545824128"      
3474714 |"NAME Fine Ring Nebula"             
3476567 |"Gaia DR3 5934701559547878144"      
3476567 |"NAME Ant Nebula"                   
3480766 |"NAME OKM2018 SWIFT J1715.3-5488"   
3480766 |"Gaia DR3 5922780074671934080"      
3488444 |"Gaia DR3 6004738702179965696"      
3488444 |"NAME SM Star"                      
3488444 |"NAME Schweizer-Middleditch Star"   
3493063 |"Gaia DR3 5940491385980774528"      
3493063 |"NAME PCG 11"                       
3493751 |"Gaia DR3 5940660401490864256"      
3493751 |"NAME Big Dipper"                   
3496283 |"NAME OKM2018 SWIFT J1742.5-5183"   
3496283 |"Gaia DR3 5945992380034749184"      
3496299 |"Gaia DR3 5945941905576552064"      
3496299 |"HIP  86796"                        
3496299 |"NAME Cervantes"                    
3501159 |"Gaia DR3 6583272171336048640"      
3501159 |"HIP 105090"                        
3501159 |"NAME Lacaille 8760"                
3502039 |"Gaia DR3 6198567140268187008"      
3502039 |"NAME XSS J14562-37"                
3508939 |"Gaia DR3 5940861268530185984"      
3508939 |"NAME MSX6C G336.4917-01.4741B"     
3509279 |"Gaia DR3 5963059480546004608"      
3509279 |"NAME Water Lily Nebula"            
3509825 |"Gaia DR3 5950535424666050304"      
3509825 |"HIP  84787"                        
3509825 |"NAME Inquill"                      
3528939 |"Gaia DR3 6664407333374099968"      
3528939 |"HIP  95294"                        
3528939 |"NAME Arkab Posterior"              
3529058 |"Gaia DR3 6664464851576141824"      
3529058 |"HIP  95241"                        
3529058 |"NAME Arkab Prior"                  
3557310 |"Gaia DR3 4685972945383736064"      
3557310 |"HIP   4693"                        
3557310 |"NAME Butler's Star"                
3564141 |"HIP   5348"                        
3564141 |"NAME Wurren"                       
3698548 |"Gaia DR3 555987334694982400"       
3698548 |"NAME Pal 1-I"                      
3698549 |"Gaia DR3 555986544421003648"       
3698549 |"NAME Pal 1-II"                     
3698550 |"Gaia DR3 555987300335246848"       
3698550 |"NAME Pal 1-III"                    
3698551 |"Gaia DR3 555987334695222656"       
3698551 |"NAME Pal 1-IV"                     
3703515 |"Gaia DR3 4689637789368594944"      
3703515 |"NAME NGC 104 Bright Star"          
3720944 |"Gaia DR3 1645448979516115712"      
3720944 |"NAME UMi COS 82"                   
3759160 |"Gaia DR3 4146599132529067520"      
3759160 |"NAME LS IV -13 16A"                
3759161 |"Gaia DR3 4146599166888812032"      
3759161 |"NAME LS IV -13 16B"                
3766925 |"Gaia DR3 6049399966845155840"      
3766925 |"NAME Oph J1623-2402"               
3772059 |"Gaia DR3 1631300326451164288"      
3772059 |"NAME Beaver Galaxy"                
3778278 |"Gaia DR3 4657015446868152320"      
3778278 |"NAME Sand Anon"                    
3778278 |"NAME Sanduleak"                    
3778278 |"NAME Sanduleak Anonymous"          
3778278 |"NAME Sanduleak's Star"             
3800257 |"Gaia DR3 379391817220208256"       
3800257 |"NAME Mackey-GC1"                   
3880345 |"Gaia DR3 6049407594709184256"      
3880345 |"NAME Oph J1622-2405A"              
3880345 |"NAME Oph 11A"                      
3880347 |"Gaia DR3 6049407594707216768"      
3880347 |"NAME Oph J1622-2405B"              
3880347 |"NAME Oph 11B"                      
3880417 |"Gaia DR3 4609131509318715136"      
3880417 |"NAME TrES-3 Parent Star"           
3880613 |"Gaia DR3 6175113904412889344"      
3880613 |"NAME the Seashell"                 
3886530 |"Gaia DR3 1911172180847212672"      
3886530 |"NAME HAT-TR-205-013"               
3886597 |"Gaia DR3 5997456224362720896"      
3886597 |"NAME SST-Lup3-1"                   
3886597 |"NAME Veronica Star"                
3890040 |"Gaia DR3 5788969303392994176"      
3890040 |"NAME IRAS F13052-7653NW"           
3890050 |"Gaia DR3 5788932607187147264"      
3890050 |"NAME Sz 48NE"                      
3890052 |"Gaia DR3 5788189234251571328"      
3890052 |"NAME Sz 60E"                       
3890053 |"Gaia DR3 5788189234251571456"      
3890053 |"NAME Sz 60W"                       
3890790 |"Gaia DR3 1941316803955321472"      
3890790 |"NAME NC 104"                       
3891847 |"Gaia DR3 1510191594552968832"      
3891847 |"NAME Dombay"                       
3894270 |"Gaia DR3 3216509563550460544"      
3894270 |"NAME SO120532"                     
3894351 |"Gaia DR3 4609062308806929152"      
3894351 |"NAME TrES-4 Parent Star"           
3894626 |"Gaia DR3 3216503657971016320"      
3894626 |"NAME SO210457"                     
3916829 |"Gaia DR3 145213295250374016"       
3916829 |"NAME HP Tau/G1"                    
3917386 |"Gaia DR3 2941993086693170176"      
3917386 |"NAME Albus 1"                      
3926368 |"NAME OKM2018 SWIFT J0412.8+5842"   
3926368 |"Gaia DR3 470213985940220544"       
3944435 |"Gaia DR3 3177486422708469760"      
3944435 |"NAME A496cD"                       
3944435 |"NAME ACO 496 BG"                   
3946977 |"Gaia DR3 5514894727133336320"      
3946977 |"NAME Reipurth 4 star"              
3951403 |"Gaia DR3 4606030169272920320"      
3951403 |"NAME Chason"                       
3989889 |"Gaia DR3 5337273743301313536"      
3989889 |"NAME OGLE2-TR-L9"                  
4029923 |"NAME OKM2018 SWIFT J1700.7+3408"   
4029923 |"Gaia DR3 1337880633375013888"      
4035392 |"Gaia DR3 3222255959210123904"      
4035392 |"NAME PTFO 8-8695"                  
4042853 |"Gaia DR3 2067785002204178688"      
4042853 |"NAME VI Cyg 8D"                    
4042853 |"NAME Cyg OB2 8D"                   
4045140 |"Gaia DR3 3130483498916018816"      
4045140 |"NAME Mon OB2 IRS 1"                
4051179 |"Gaia DR3 481788819721445376"       
4051179 |"NAME Var Cam 06"                   
4054964 |"NAME OKM2018 SWIFT J0107.7-1137B"  
4054964 |"Gaia DR3 2469688491068682496"      
4057102 |"NAME OKM2018 SWIFT J1705.1-0148"   
4057102 |"Gaia DR3 4379820426544963456"      
4079013 |"Gaia DR3 375295479275944192"       
4079013 |"NAME [G2012b] C033"                
4082887 |"NAME OKM2018 SWIFT J1832.2-0799"   
4082887 |"Gaia DR3 4156755454580682240"      
4083308 |"Gaia DR3 812398600254560128"       
4083308 |"NAME IRAS F09209+3943 W"           
4083323 |"Gaia DR3 1383918868855227904"      
4083323 |"NAME IRAS F15543+4158 NW"          
4083326 |"Gaia DR3 1764535194136669440"      
4083326 |"NAME IRAS F20550+1655 SE"          
4083331 |"Gaia DR3 2629470620329309184"      
4083331 |"NAME IRAS F22204?0214 NW"          
4083331 |"NAME IRAS F22204-0214 NW"          
4088656 |"Gaia DR3 984727669013436288"       
4088656 |"NAME NC 64"                        
4091044 |"Gaia DR3 3377032802305118976"      
4091044 |"NAME HST N8JT007783"               
4092436 |"Gaia DR3 3928425445406259456"      
4092436 |"NAME M59cO"                        
4112903 |"Gaia DR3 1033150259884783872"      
4112903 |"NAME NGC 2534 U1"                  
4112903 |"NAME NGC 2534 UB1"                 
4125691 |"NAME OKM2018 SWIFT J1224.1+4073"   
4125691 |"Gaia DR3 1533371052012064512"      
4127913 |"Gaia DR3 1526073181023563648"      
4127913 |"NAME SMM J131215.27+423900.9"      
4128287 |"Gaia DR3 1476369616153724032"      
4128287 |"NAME NGC 5107 UB1"                 
4144510 |"Gaia DR3 920308932010648448"       
4144510 |"NAME Absolutno"                    
4145142 |"Gaia DR3 184770322005110528"       
4145142 |"NAME HD 280411BC"                  
4148528 |"Gaia DR3 3926388527100945920"      
4148528 |"NAME HKII 17435-00532"             
4168839 |"Gaia DR3 898130030131443584"       
4168839 |"NAME Tevel"                        
4178227 |"Gaia DR3 3220665206401548544"      
4178227 |"NAME Ruber 1"                      
4178228 |"Gaia DR3 3220882119430473600"      
4178228 |"NAME Ruber 2"                      
4478493 |"Gaia DR3 4348098485293072128"      
4478493 |"NAME SSS J1556-0806"               
4480004 |"Gaia DR3 3427927198393873536"      
4480004 |"NAME IRAS 05506+2414 Sb"           
4488116 |"Gaia DR3 2875539742078084480"      
4488116 |"NAME GM And C3"                    
4494827 |"NAME OKM2018 SWIFT J0115.9+2532"   
4494827 |"Gaia DR3 294328856050557056"       
4500982 |"Gaia DR3 3262679980945506432"      
4500982 |"NAME SDSS-MEB-1"                   
4503104 |"Gaia DR3 3858282852731632000"      
4503104 |"NAME NGC 3341B"                    
4532329 |"Gaia DR3 790041302613954944"       
4532329 |"NAME SDSS J112924.74+493931.9"     
4536293 |"Gaia DR3 5201154444259359488"      
4536293 |"NAME Sz 30C"                       
4549957 |"Gaia DR3 3216128479692691968"      
4549957 |"NAME SO210868"                     
4682755 |"Gaia DR3 3216447239280699008"      
4682755 |"NAME SO110129"                     
4682764 |"Gaia DR3 3216441874866171648"      
4682764 |"NAME SO430130"                     
4700112 |"Gaia DR3 3435282862461427072"      
4700112 |"NAME Bergfors-6"                   
4742089 |"NAME OKM2018 SWIFT J1017.0-0404"   
4742089 |"Gaia DR3 3780307622688464512"      
4903429 |"Gaia DR3 149629479408410240"       
4903429 |"NAME FU Tau b"                     
4903467 |"Gaia DR3 3315808077858117504"      
4903467 |"NAME L1622-6N"                     
4903591 |"Gaia DR3 3315881710777418368"      
4903591 |"NAME L1622-10A"                    
4903592 |"Gaia DR3 3315881710777418240"      
4903592 |"NAME L1622-10B"                    
4904592 |"NAME OKM2018 SWIFT J1419.2+6807"   
4904592 |"Gaia DR3 1673335927291367936"      
4906169 |"Gaia DR3 2385171398768647552"      
4906169 |"NAME Marohu"                       
4906190 |"Gaia DR3 6171009049549197824"      
4906190 |"NAME Nyamien"                      
4983963 |"Gaia DR3 3530134298912051200"      
4983963 |"NAME Sombrero UCD 1"               
5028227 |"NAME OKM2018 SWIFT J0728.5-4420"   
5028227 |"Gaia DR3 5511891067521630208"      
5032017 |"Gaia DR3 3772289262344235264"      
5032017 |"NAME [LIW2015] 240"                
5032908 |"NAME OKM2018 SWIFT J1036.9-1135"   
5032908 |"Gaia DR3 3754779333513436160"      
5040138 |"Gaia DR3 6163900840020608896"      
5040138 |"NAME TR 1346-35"                   
5045039 |"NAME OKM2018 SWIFT J1613.1-0536"   
5045039 |"Gaia DR3 4356189894438927744"      
5048046 |"NAME OKM2018 SWIFT J1845.9-5582"   
5048046 |"Gaia DR3 6649756066058253568"      
5132288 |"Gaia DR3 2214244619651018368"      
5132288 |"NAME CzeV153 Cep"                  
5132290 |"Gaia DR3 1966282899095039744"      
5132290 |"NAME CzeV045 Cyg"                  
5133543 |"Gaia DR3 6042793005779654656"      
5133543 |"NAME Diwo"                         
5160836 |"Gaia DR3 430544804703810944"       
5160836 |"NAME [SW77] 20"                    
5175730 |"NAME OKM2018 SWIFT J0632.1-5404"   
5175730 |"Gaia DR3 5501156191899705728"      
5187142 |"Gaia DR3 429210826523696640"       
5187142 |"NAME LS I +60 90A"                 
5187828 |"Gaia DR3 5997082218616859264"      
5187828 |"NAME Sz 108B"                      
5187901 |"Gaia DR3 3047277307950083712"      
5187901 |"NAME LS 370a"                      
5187903 |"Gaia DR3 3047277307950085760"      
5187903 |"NAME LS 370b"                      
5187914 |"Gaia DR3 5620392141961363328"      
5187914 |"NAME LS 484b"                      
5187919 |"Gaia DR3 5514890603964760320"      
5187919 |"NAME HH 246 star"                  
5188077 |"Gaia DR3 163229544890946944"       
5188077 |"NAME IRAS 04108+2803A"             
5188077 |"NAME IRAS 04108+2803 A"            
5197595 |"Gaia DR3 5201185574182015744"      
5197595 |"NAME 2M J1101-7732A"               
5197596 |"Gaia DR3 5201185574184171776"      
5197596 |"NAME 2M J1101-7732B"               
5197642 |"Gaia DR3 1461078299925886080"      
5197642 |"NAME Weis 41083S"                  
5197643 |"Gaia DR3 1461078299925886208"      
5197643 |"NAME Weis 41083N"                  
5200092 |"Gaia DR3 2027981238207987584"      
5200092 |"NAME CK Vul Barnard 20"            
5230425 |"Gaia DR3 369245347824099328"       
5230425 |"NAME SK068A"                       
5274860 |"Gaia DR3 4052450353009743744"      
5274860 |"NAME MACHO 168.25201.11330"        
5317968 |"Gaia DR3 5086537022856406272"      
5317968 |"NAME Tojil"                        
5318068 |"Gaia DR3 2831084391023184128"      
5318068 |"NAME Tangra"                       
5319644 |"NAME OKM2018 SWIFT J1430.4+1363"   
